Rol;dvRol;Rut;Dv;Nombre;Calle;Numero;Aclara;Pat_cTIPOPATTE;InicioActividad;CasaMatriz;Giro;Provisoria;IngProvisoria;Vencimiento;EstadoLic;CODIGO SII;ACTIVIDAD SII;Monto_Patente;EstadoPago
862975;7;76414656;5;CLINICA VETERINARIA INTEGRAL VET LIMITADA;LIBERTAD;710;LOCAL;COMERCIAL;21-11-2014;CASA MATRIZ ;CLINICA VETERINARIA;DEFINITIVA;24-11-2014;24-11-2015;VIGENTE;852010;ACTIVIDADES DE CLÍNICAS VETERINARIAS;69046;PAGADO
866446;3;76414669;7;P.G.B. INTERNATIONAL SALES SOCIEDAD ANONIMA;AGUSTINAS;1022;OFICINA;COMERCIAL;02-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE IMPORTACION Y EXPORTACION DE MATERIAS PRIMAS INDUSTRIALES;DEFINITIVA;11-05-2015;10-05-2016;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;25625;GIRADO
863310;K;76414681;6;RENTAS PACOR;VILLAVICENCIO;361;OFICINA;COMERCIAL;09-12-2014;CASA MATRIZ ;OFICINA DE RENTISTA DE CAPITAL MOBILIARIO;DEFINITIVA;09-12-2014;09-12-2015;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
863311;8;76414683;2;RENTAS PAMAR;VILLAVICENCIO;361;OFICINA;COMERCIAL;09-12-2014;CASA MATRIZ ;OFICINA DE RENTISTA DE CAPITAL MOBILIARIO;DEFINITIVA;09-12-2014;09-12-2015;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
863312;6;76414684;0;RENTAS PALOR;VILLAVICENCIO;361;OFICINA;COMERCIAL;09-12-2014;CASA MATRIZ ;OFICINA DE RENTISTA DE CAPITAL MOBILIARIO;DEFINITIVA;09-12-2014;09-12-2015;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
863515;3;76414704;9;CONSTRUCTORA EUROCHILENA SOCIEDAD ANONIMA;MIRAFLORES;222;OFICINA;COMERCIAL;24-11-2014;CASA MATRIZ ;OFICINA COMERCIAL DE CONSTRUCCIÓN DE VIVIENDAS Y EDIFICIOS ;DEFINITIVA;17-12-2014;17-12-2015;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);22293;GIRADO
870547;K;76414797;9;TOTAL SUNPOWER LA HUELLA SA;MIRAFLORES;222;OFICINA;COMERCIAL;27-11-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;16-10-2015;15-10-2016;VIGENTE;401019;GENERACIÓN EN OTRAS CENTRALES N.C.P.;22293;PAGADO
870552;6;76414802;9;TOTAL SUNPOWER EL PELICANO SA;MIRAFLORES;222;OFICINA;COMERCIAL;27-11-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;16-10-2015;15-10-2016;VIGENTE;401019;GENERACIÓN EN OTRAS CENTRALES N.C.P.;22293;PAGADO
863145;K;76414817;7;COMERCIALIZADORA MUNDO CASA LTDA.;FRANKLIN;1070;LOCAL;COMERCIAL;27-11-2014;CASA MATRIZ ;COMPRA, VENTA, IMPORTACION, DISTRIBUCION Y REPRESENTACION DE TODO TIPO DE PRODUCTO DE CASA, MENAJE Y BAZAR;DEFINITIVA;01-12-2014;01-12-2015;VIGENTE;513990;VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS N.C.P.;69046;PAGADO
864495;0;76414897;5;CONSORCIO CREAXXION LEN INGENIEROS CONSULTORES LTD;PHILLIPS;84;OFICINA;COMERCIAL;04-02-2015;SUCURSAL EN OTRA COMUNA ;SERVICIOS Y ASESORIAS DE INGENIERIA;PROVISORIA;06-02-2015;06-02-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;69046;GIRADO
863727;K;76414909;2;H & L COBRANZAS Y SERVICIOS LTDA;MONEDA;1137;PISO;COMERCIAL;05-12-2014;CASA MATRIZ ;SERVICIOS DE COBRANZA JUDICIAL, EXTRAJUDICIAL, ASESORIAS, TELEVENTAS, PROMOCIONES Y VENTA DE PRODUCTOS Y SERVICIOS  A TRAVES SISTEMA CONTACTO TELEFONICO;DEFINITIVA;30-12-2014;30-12-2015;VIGENTE;741110;SERVICIOS JURÍDICOS;22293;PAGADO
870014;1;76414953;K;NAZCA SPA;BANDERA;624;OFICINA;COMERCIAL;28-11-2014;CASA MATRIZ ;RESTAURANT;PROVISORIA;30-09-2015;30-03-2016;VIGENTE;552010;RESTAURANTES;98074;PAGADO
869949;6;76414984;K;TRANSPORTE PERLA CLARA SPA;HUERFANOS;779;OFICINA;COMERCIAL;28-11-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE TRANSPORTE DE CARGA POR CARRETERA;DEFINITIVA;29-09-2015;28-09-2016;VIGENTE;602300;TRANSPORTE DE CARGA POR CARRETERA;25625;PAGADO
863451;3;76415063;5;ASESORIAS E INVERSIONES GV SPA;HERMANOS AMUNATEGUI;630;OFICINA;COMERCIAL;09-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE LIMPIEZA DE FACHADAS Y LETREROS;DEFINITIVA;16-12-2014;16-12-2015;VIGENTE;749310;EMPRESAS DE LIMPIEZA DE EDIFICIOS RESIDENCIALES Y NO RESIDENCIALES;22293;GIRADO
863269;3;76415114;3;COMERCIAL BOU RUEI DA LIMITADA;CAMPBELL;3090;LOCAL;COMERCIAL;01-12-2014;CASA MATRIZ ;VENTA DE CARTERAS Y BISUTERIA;DEFINITIVA;04-12-2014;04-12-2015;VIGENTE;523240;VENTA AL POR MENOR DE MALETERÍAS, TALABARTERÍAS Y ARTÍCULOS DE CUERO;72736;PAGADO
863188;3;76415164;K;RUTH ANDREA RAMIREZ VASQUEZ SECURITY GROUP EIRL;HUERFANOS;1044;OFICINA;COMERCIAL;01-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE PRESTACION DE SERVICIOS EN MATERIA INHERENTES A SEGURIDAD PRIVADA;DEFINITIVA;02-12-2014;02-12-2015;VIGENTE;749221;SERVICIOS INTEGRALES DE SEGURIDAD;69046;GIRADO
864211;7;76415191;7;COMERCIAL FUJONA CHILE LIMITADA;SAN ALFONSO;299;LOCAL;COMERCIAL;02-12-2014;CASA MATRIZ ;VENTA AL POR MAYOR DE VESTUARIO;DEFINITIVA;26-01-2015;26-01-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;75453;PAGADO
871480;0;76415191;7;COMERCIAL FUJONA CHILE LIMITADA;SAZIE;2930;LOCAL;COMERCIAL;13-11-2015;SUCURSAL EN LA COMUNA ;VENTAS AL POR MAYOR DE VESTUARIO;PROVISORIA;17-11-2015;16-05-2016;VIGENTE ;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;56320;PAGADO
849580;7;76415203;4;SERVICIOS DE ALIMENTACION Y CAFETERIA LTDA.;AVENIDA MANUEL RODRIGUEZ SUR;361;LOCAL;COMERCIAL;05-12-2012;SUCURSAL EN LA COMUNA ;SERVICIOS DE CAFETERIA;DEFINITIVA;07-12-2012;07-12-2013;VIGENTE;552040;SERVICIOS DE COMIDA PREPARADA EN FORMA INDUSTRIAL;62187;GIRADO
868191;0;76415203;4;SERVICIOS DE ALIMENTACION Y CAFETERIA LTDA.;EJERCITO;326;PISO;COMERCIAL;07-05-2015;SUCURSAL EN LA COMUNA ;EXPENDIO DE EMPAREDADOS FRIOS, MASAS DULCES HORNEADAS, BEBIDAS ANALCOHOLICAS DE FABRICAS AUTORIZADAS CON CONSUMO AL PASO;DEFINITIVA;23-07-2015;22-07-2016;VIGENTE;552050;SERVICIOS DE BANQUETES, BODAS Y OTRAS CELEBRACIONES;53613;GIRADO
864228;1;76415343;K;ASESORIAS E INVERSIONES EL CORNEJO SPA;AGUSTINAS;814;OFICINA;COMERCIAL;03-12-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTION;DEFINITIVA;27-01-2015;27-01-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
866629;6;76415363;4;FRUTOS MIX E.I.R.L;NUEVA COMPAÑIA;425;LOCAL;COMERCIAL;14-05-2015;SUCURSAL EN LA COMUNA ;EXPENDIO DE HIERBAS AROMATICAS PARA INFUSION, ENCURTIDOS, FRUTOS DEL PAIS ENVASADOS DE FABRICAS AUTORIZADAS;DEFINITIVA;19-05-2015;18-05-2016;VIGENTE;512290;VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.P.;54184;GIRADO
869693;4;76415407;K;PROPIEDADES PACIFICO SUR S.A.;MEIGGS;58;LOCAL;COMERCIAL;30-04-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;PROVISORIA;21-09-2015;20-09-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;6662241;PAGADO
866534;6;76415409;6;INVERSIONES POZO BLANCO SPA;ROMERO;2861;LOCAL;COMERCIAL;03-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ARRIENDO DE BIENES INMUEBLES;DEFINITIVA;14-05-2015;13-05-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
863418;1;76415422;3;SERVICIOS DE RELOJERIA LIMITADA;AHUMADA;312;OFICINA;COMERCIAL;03-12-2014;CASA MATRIZ ;VENTA  Y REAPRACION DE RELOJES Y JOYAS;DEFINITIVA;12-12-2014;12-12-2015;VIGENTE;526030;REPARACIÓN DE RELOJES Y JOYAS;69046;PAGADO
864208;7;76415428;2;COMERCIAL TOLEDO CHILE LIMITADA;SAN ALFONSO;299;LOCAL;COMERCIAL;03-12-2014;CASA MATRIZ ;VENTA AL POR MAYOR DE VESTUARIO;DEFINITIVA;26-01-2015;26-01-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;65972;PAGADO
867527;9;76415428;2;COMERCIAL TOLEDO CHILE LIMITADA;BASCUÑAN GUERRERO;47;LOCAL;COMERCIAL;23-06-2015;SUCURSAL EN LA COMUNA ;VENTA AL POR MAYOR DE PRENDAS DE VESTIR CALZADO Y TEXTILES;PROVISORIA;23-06-2015;25-10-2017;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;65972;PAGADO
864391;1;76415466;5;SOC. COMERCIAL LAMBERT Y VERA COMPANIA LIMITADA;SAN DIEGO;1479;LOCAL;COMERCIAL;04-12-2014;CASA MATRIZ ;MINIMERCADO, EXP. DE CECINAS, PROD. LACTEOS, PAN DE FAB. AUT., ABARROTES, ALIM. CONGELADOS, BEBIDAS, CONFITES, FRUTOS DEL PAIS, HELADOS, SUP. ALIMENTARIOS ENV. DE FAB. AUTORIZADAS, HUEVOS, FRUTAS Y VERDURAS;DEFINITIVA;03-02-2015;03-02-2016;VIGENTE;522030;COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERÍA);69046;PAGADO
866838;8;76415527;0;CFS  E.I.R.L.;ANDES;2072;OFICINA;COMERCIAL;25-05-2015;CASA MATRIZ ;CENTRO DE ENTRENAMIENTO FUNCIONAL;PROVISORIA;27-05-2015;26-05-2016;VIGENTE ;924190;OTRAS ACTIVIDADES RELACIONADAS AL DEPORTE N.C.P.;69046;PAGADO
900181;6;76415680;3;LUIS AYALA G.  EIRL. SERVICIO DE SEGURIDAD INTEGR;DIAGONAL PARAGUAY;481;OFICINA;COMERCIAL;01-03-2012;CASA MATRIZ;OFIC.ADMIN: EMPRESA DE SEGURIDAD;DEFINITIVA;01-03-2012;01-03-2013;VIGENTE;749221;SERVICIOS INTEGRALES DE SEGURIDAD;69046;GIRADO
867940;1;76415735;4;GRUPO KOPANO SPA;SAN IGNACIO;71;OFICINA;COMERCIAL;29-12-2014;SUCURSAL EN LA COMUNA ;RESTAURANT COMERCIAL;PROVISORIA;13-07-2015;13-07-2016;VIGENTE;552010;RESTAURANTES;9555;PAGADO
865204;K;76415825;3;ACCION Y GESTION LIMITADA;HUERFANOS;1294;OFICINA;COMERCIAL;10-12-2014;CASA MATRIZ ;OFICINA DE CALL CENTER;PROVISORIA;10-03-2015;09-03-2016;VIGENTE;749911;SERVICIOS DE COBRANZA DE CUENTAS;86959;GIRADO
871374;K;76415842;3;MONTALVA Y COMPAÑIA LIMITADA;EJERCITO;608;LOCAL;COMERCIAL;10-12-2014;CASA MATRIZ ;OFICINA DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTION;DEFINITIVA;13-11-2015;12-11-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;PAGADO
873021;0;76415863;6;INVERSIONES MONCOPULLI LIMITADA;LIRA;919;LOCAL;COMERCIAL;09-12-2014;CASA MATRIZ ;OFICINA SOCIEDAD DE INVERSION;PROVISORIA;06-01-2016;05-01-2017;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;1540062;GIRADO
873020;2;76415887;3;INVERSIONES ALTO LIMITADA;LIRA;919;LOCAL;COMERCIAL;24-02-2015;CASA MATRIZ ;OFICINA SOCIEDAD DE INVERSION;PROVISORIA;06-01-2016;05-01-2017;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;6160250;GIRADO
863963;9;76415917;9;PROGETTI INTERNATIONAL CHILE SPA;HUERFANOS;770;OFICINA;COMERCIAL;11-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SERVICIOS DE INGENIERIA;DEFINITIVA;13-01-2015;13-01-2016;VIGENTE;742141;SERVICIOS DE INGENIERÍA PRESTADOS POR EMPRESAS N.C.P.;69046;PAGADO
869170;3;76415991;8;INVERSIONES CINCO ELE LTDA.;ALAMEDA L. BERNARDO OHIGGINS;949;OFICINA;COMERCIAL;12-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;28-08-2015;27-08-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;5040272;PAGADO
864437;3;76416004;5;RACING EXPRESS SPA;AVENIDA CLUB HIPICO;1528;DEPTO;COMERCIAL;12-12-2014;CASA MATRIZ ;OFICINA DE VENTA DE PARTES Y PIEZAS, Y ACCESORIOS DE VEHICULOS AUTOMOTORES (VIA INTERNET);DEFINITIVA;04-02-2015;04-02-2016;VIGENTE;503000;VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHÍCULOS AUTOMOTORES;22293;PAGADO
865115;9;76416037;1;INVERSIONES HUEICOLLA LIMITADA;HUERFANOS;669;OFICINA;COMERCIAL;12-12-2014;CASA MATRIZ ;SOCIEDAD DE INVERSIÓNES RENTISTAS DE CAPITALES MOBILIARIOS O INTERMEDIACIÓN FINANCIERA;DEFINITIVA;05-03-2015;04-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
866934;1;76416157;2;LA TIENDA SPA;SAN ALFONSO;923;LOCAL;COMERCIAL;16-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA ELABORACION Y VENTA DE ALIMENTOS;DEFINITIVA;29-05-2015;28-05-2016;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);22293;GIRADO
864235;4;76416257;9;MINIMARKET M Y M LIMITADA;CONDOR;797;LOCAL;COMERCIAL;17-12-2014;CASA MATRIZ ;MINIMERCADO EXP. DE CECINAS, EMPANADAS, MASAS DULCES, PAN, PASTELES, PROD. LACTEOS DE FAB. AUT., ABARROTES, ALIM. CONGELADOS, BEBIDAS, CONFITES, ENCURTIDOS, FRUTOS DEL PAIS, HELADOS ENV. DE FAB. AUT., HUEVO, FRUTA, VERDURA, CAFE Y TE EN TER;DEFINITIVA;27-01-2015;27-01-2016;VIGENTE;521112;ALMACENES MEDIANOS (VENTA DE ALIMENTOS);69046;PAGADO
865705;K;76416365;6;SK CONSUMO MASIVO SPA;ALAMEDA L. BERNARDO OHIGGINS;921;LOCAL;COMERCIAL;18-12-2014;CASA MATRIZ ;ARTICULOS DE LIBRERIA, ESCRITORIO, JUGUETERIA Y BAZAR;DEFINITIVA;01-04-2015;31-03-2016;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;72378;PAGADO
868393;K;76416372;9;SK INVERSIONES SPA.;ALAMEDA L. BERNARDO OHIGGINS;921;LOCAL;COMERCIAL;18-12-2014;CASA MATRIZ ;ARRIENDO DE BIENES INMUEBLES (EXCEPTO AMOBLADOS);PROVISORIA;30-07-2015;29-07-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;1840503;PAGADO
864213;3;76416392;3;AMERICAN BLUE CHILE SPA;SAN ANTONIO;378;OFICINA;COMERCIAL;18-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE COMPRA Y VENTA DE CAFE A DISTANCIA;DEFINITIVA;27-01-2015;27-01-2016;VIGENTE;525130;VENTA AL POR MENOR EN EMPRESAS DE VENTA A DISTANCIA VÍA INTERNET;123628;GIRADO
863738;5;76416402;4;CAP. SEGURIDAD Y RESGUARDO INHERENTE MAT. PRIV.;ESTADO;215;OFICINA;COMERCIAL;19-12-2014;CASA MATRIZ ;OFICINA CAPACITACIÓN SEGURIDAD Y RESGAURDO INHERENTE EN MATERIA SEGURIDAD PRIVADA;DEFINITIVA;30-12-2014;30-12-2015;VIGENTE;749221;SERVICIOS INTEGRALES DE SEGURIDAD;22293;GIRADO
863925;6;76416408;3;INVERSIONES CP I SPA;MIRAFLORES;222;PISO;COMERCIAL;19-12-2014;CASA MATRIZ ;OFICINA DMINISTRATIVA DE SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;DEFINITIVA;12-01-2015;12-01-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;GIRADO
863924;8;76416414;8;INVERSIONES CP II SPA;MIRAFLORES;222;PISO;COMERCIAL;19-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA;DEFINITIVA;12-01-2015;12-01-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;GIRADO
902232;5;76416430;K;VERGARA Y SANTANDER LTDA.;ARTURO PRAT;224;PISO;COMERCIAL;08-02-2012;SUCURSAL EN OTRA COMUNA ;VENTA DE MUEBLES;DEFINITIVA;31-03-2012;31-05-2013;VIGENTE;523330;VENTA AL POR MENOR DE MUEBLES;81200;GIRADO
873372;4;76416457;1;SERVICIOS AUSTRAL LIMITADA;AHUMADA;11;OFICINA;COMERCIAL;13-03-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE  SERVICIOS DE SUMINISTRO DE PERSONAL Y ALQUILER DE CAMIONETAS;PROVISORIA;15-01-2016;14-01-2017;VIGENTE;711101;ALQUILER DE AUTOS Y CAMIONETAS SIN CHOFER;25625;PAGADO
867566;K;76416517;9;SALON DE BELLEZA Y REST. PAULINA TRAIPE ROA EIRL;SAN FRANCISCO;531;LOCAL;COMERCIAL;22-01-2015;CASA MATRIZ ;ASADURIA DE AVES, FRITURA DE PAPAS, DE FABRICAS AUTORIZADAS, CON CONSUMO Y PARA LLEVAR;PROVISORIA;24-06-2015;23-06-2016;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);72378;PAGADO
848913;0;76416550;0;NAHMIAS INVERSIONES Y DESARROLLO INMOBILIARIO LIMITADA;ALAMEDA L. BERNARDO OHIGGINS;969;PISO;COMERCIAL;06-11-2012;CASA MATRIZ ;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIIOS O ARRENDADOS;DEFINITIVA;06-11-2012;06-11-2013;VIGENTE ;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;53894612;PAGADO
869360;9;76416584;5;INVERSIONES SAFE LIMITADA;VALENTIN LETELIER;1373;OFICINA;COMERCIAL;22-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE INVERSIONES CAPITALES MOBILIARIOS;DEFINITIVA;04-09-2015;03-09-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;225500;PAGADO
864873;5;76416612;4;COMERCIALIZADORA AKUARELLA LIMITADA;SAN ANTONIO;267;PISO;COMERCIAL;02-02-2015;SUCURSAL EN LA COMUNA ;IMPORT. DIST. VENTA ARTICULOS DE PELUQUERIA, PRODUCTOS DE BELLEZA. ELECTRODOMESTICOS Y ELECTRICOS PARA EL HOGAR.;DEFINITIVA;23-02-2015;23-02-2016;VIGENTE;513930;VENTA AL POR MAYOR DE ARTÍCULOS DE PERFUMERÍA, COSMÉTICOS, JABONES Y PRODUCTOS DE LIMPIEZA;60154;PAGADO
866690;3;76416802;K;TRANSPORTES Y TURISMO KUMELEN SPA;SERRANO;73;OFICINA;COMERCIAL;23-12-2014;CASA MATRIZ ;OFICINA DE TRANSPORTES DE PASAJEROS;DEFINITIVA;20-05-2015;19-05-2016;VIGENTE;602290;OTROS TIPOS DE TRANSPORTE NO REGULAR DE PASAJEROS N.C.P.;69046;PAGADO
863842;K;76416824;0;OTEC IDICL LTDA;HUERFANOS;1147;OFICINA;COMERCIAL;23-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SERVICIOS PERSONALES DE EDUCACION, EDUCACION A DISTANCIA;DEFINITIVA;07-01-2015;07-01-2016;VIGENTE;809049;SERVICIOS PERSONALES DE EDUCACIÓN;22293;GIRADO
870099;0;76416884;4;ACH PROCESOS LIMITADA;PUENTE;516;OFICINA;COMERCIAL;24-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTION;DEFINITIVA;02-10-2015;01-10-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
870783;9;76416901;8;ASCENSORES INTADE LIMITADA;AVENIDA PASEO BULNES;216;OFICINA;COMERCIAL;29-12-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE MANTENIMIENTO DE ASENSORES Y ESCALERAS MECANICAS;PROVISORIA;22-10-2015;21-10-2016;VIGENTE;521900;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIALIZADOS;69046;GIRADO
868498;7;76417054;7;COMERCIALIZADORA Y DISTRIBUIDORA C Y M LIMITADA;MIGUEL LEON PRADO;65;LOCAL;COMERCIAL;05-03-2015;CASA MATRIZ ;OFICINA DE COMERCIALIZACION DE INSUMOS DE ASEO, ARTICULOS DE ASEO, PAPELES Y ARTICULOS DE OFICINA;PROVISORIA;03-08-2015;02-08-2016;VIGENTE;513930;VENTA AL POR MAYOR DE ARTÍCULOS DE PERFUMERÍA, COSMÉTICOS, JABONES Y PRODUCTOS DE LIMPIEZA;98003;GIRADO
851085;7;76417060;1;JC ALQUINTA OBRAS CIVILES E.I.R.L;GENERAL RONDIZZONI;2650;OFICINA;COMERCIAL;26-09-2011;CASA MATRIZ ;OF ADM DE OBRAS DE INGENIERIA;DEFINITIVA;01-03-2013;01-03-2014;VIGENTE;452010;CONSTRUCCIÓN DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS;117133;GIRADO
867236;9;76417131;4;RUKAZA SPA;PADRE LUIS DE VALDIVIA;339;OFICINA;COMERCIAL;11-06-2015;SUCURSAL EN LA COMUNA ;ARRIENDO INMUEBLE PARA USO HABITACIONAL O VIVIENDA, SIN ATENCIÓN DE HUESPED;DEFINITIVA;11-06-2015;10-06-2016;VIGENTE;702000;CORREDORES DE PROPIEDADES;52327;GIRADO
867242;3;76417131;4;RUKAZA SPA;PADRE LUIS DE VALDIVIA;339;OFICINA;COMERCIAL;11-06-2015;SUCURSAL EN LA COMUNA ;ARRIENDO INMUEBLE USO HABITACIONAL O VIVIENDA SIN ATENCIÓN AL HUEPED;DEFINITIVA;11-06-2015;10-06-2016;VIGENTE;702000;CORREDORES DE PROPIEDADES;52327;GIRADO
852892;6;76417220;5;HCH CONECTIVIDAD Y REDES LIMITADA;ALAMEDA L. BERNARDO OHIGGINS;351;OFICINA;COMERCIAL;08-08-2012;CASA MATRIZ ;OFICINA ACONDICIONAMIENTO DE EDIFICIOS;DEFINITIVA;07-06-2013;07-06-2014;VIGENTE;453000;ACONDICIONAMIENTO DE EDIFICIOS;179481;GIRADO
872248;K;76417242;6;MAEMBA PRODUCCIONES LTDA.;SAN ANTONIO;378;OFICINA;COMERCIAL;01-03-2015;CASA MATRIZ ;OFICINA ORGANIZACIONAL PARA REALIZACION DE EVENTOS;PROVISORIA;16-12-2015;15-12-2016;VIGENTE;921411;SERVICIOS DE PRODUCCIÓN DE RECITALES Y OTROS EVENTOS MUSICALES MASIVOS;22293;GIRADO
865666;5;76417375;9;DREAMCASA PROPIEDADES SPA;HUERFANOS;1055;OFICINA;COMERCIAL;13-03-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CORRETAJE DE PROPIEDADES;PROVISORIA;31-03-2015;30-03-2016;VIGENTE;702000;CORREDORES DE PROPIEDADES;22293;GIRADO
871141;0;76417398;8;CONSULTORA DE IMAGEN Y COMUNICACIONES MAFFIOLETTI SPA;TARAPACA;1324;DEPTO;COMERCIAL;21-08-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CONSULTORIA EN DISEÑO Y COMUNICACIONES DISEÑO WEB, SERVICIOS INTEGRALES DE COMUNICACION, INFORMATICA Y PUBLICIDAD;PROVISORIA;04-11-2015;03-11-2016;VIGENTE;724000;PROCESAMIENTO DE DATOS Y ACTIVIDADES RELACIONADAS CON BASES DE DATOS;69046;PAGADO
869937;2;76417463;1;CRITERIUM PUBLICIDAD SPA;AGUSTINAS;972;OFICINA;COMERCIAL;04-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA AGENCIA DE PUBLICIDAD;DEFINITIVA;29-09-2015;28-09-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;69046;PAGADO
